indic_code,indic_source,indic_lib,indic_cat,icd10,service,add_def,population,age_min,age_max,sex,enceinte,autre,depistage_fait,depistage_resultat,accouchement_assist,accouchement_ptme_type,chirurgie_urgence,traitement_statut
HMIS3337,SNIGS-Rapport epidemiologique B5a,Deces autres affections gastro-intestinales (cs),(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3338,SNIGS-Rapport epidemiologique B5a,Deces autres affections gastro-intestinales (cs),(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3339,SNIGS-Rapport epidemiologique B5a,Deces autres affections gastro-intestinales (cs),(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3340,SNIGS-Rapport epidemiologique B5a,Deces autres affections gastro-intestinales (cs),(Non hospitalises- 0-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3341,SNIGS-Rapport epidemiologique B5a,Deces autres affections gastro-intestinales (cs),(Non hospitalises- 0-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3342,SNIGS-Rapport epidemiologique B5a,Deces autres affections gastro-intestinales (cs),(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3343,SNIGS-Rapport epidemiologique B5a,Deces autres affections gastro-intestinales (cs),(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3344,SNIGS-Rapport epidemiologique B5a,Deces autres affections gastro-intestinales (cs),(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3345,SNIGS-Rapport epidemiologique B5a,Deces autres affections gastro-intestinales (cs),(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3346,SNIGS-Rapport epidemiologique B5a,Deces autres affections gastro-intestinales (cs),(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3347,SNIGS-Rapport epidemiologique B5a,Deces autres affections gastro-intestinales (cs),(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3348,SNIGS-Rapport epidemiologique B5a,Deces autres affections occulaires (cs),(Hospitalises- 0-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3349,SNIGS-Rapport epidemiologique B5a,Deces autres affections occulaires (cs),(Hospitalises- 0-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3350,SNIGS-Rapport epidemiologique B5a,Deces autres affections occulaires (cs),(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3351,SNIGS-Rapport epidemiologique B5a,Deces autres affections occulaires (cs),(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3352,SNIGS-Rapport epidemiologique B5a,Deces autres affections occulaires (cs),(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3353,SNIGS-Rapport epidemiologique B5a,Deces autres affections occulaires (cs),(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3354,SNIGS-Rapport epidemiologique B5a,Deces autres affections occulaires (cs),(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3355,SNIGS-Rapport epidemiologique B5a,Deces autres affections occulaires (cs),(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3356,SNIGS-Rapport epidemiologique B5a,Deces autres affections occulaires (cs),(Non hospitalises- 0-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3357,SNIGS-Rapport epidemiologique B5a,Deces autres affections occulaires (cs),(Non hospitalises- 0-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3358,SNIGS-Rapport epidemiologique B5a,Deces autres affections occulaires (cs),(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3359,SNIGS-Rapport epidemiologique B5a,Deces autres affections occulaires (cs),(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3360,SNIGS-Rapport epidemiologique B5a,Deces autres affections occulaires (cs),(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3361,SNIGS-Rapport epidemiologique B5a,Deces autres affections occulaires (cs),(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3362,SNIGS-Rapport epidemiologique B5a,Deces autres affections occulaires (cs),(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3363,SNIGS-Rapport epidemiologique B5a,Deces autres affections occulaires (cs),(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3364,SNIGS-Rapport epidemiologique B5a,Deces autres affections respiratoires (cs),(Hospitalises- 0-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3365,SNIGS-Rapport epidemiologique B5a,Deces autres affections respiratoires (cs),(Hospitalises- 0-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3366,SNIGS-Rapport epidemiologique B5a,Deces autres affections respiratoires (cs),(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3367,SNIGS-Rapport epidemiologique B5a,Deces autres affections respiratoires (cs),(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3368,SNIGS-Rapport epidemiologique B5a,Deces autres affections respiratoires (cs),(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3369,SNIGS-Rapport epidemiologique B5a,Deces autres affections respiratoires (cs),(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3370,SNIGS-Rapport epidemiologique B5a,Deces autres affections respiratoires (cs),(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3371,SNIGS-Rapport epidemiologique B5a,Deces autres affections respiratoires (cs),(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3372,SNIGS-Rapport epidemiologique B5a,Deces autres affections respiratoires (cs),(Non hospitalises- 0-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3373,SNIGS-Rapport epidemiologique B5a,Deces autres affections respiratoires (cs),(Non hospitalises- 0-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3374,SNIGS-Rapport epidemiologique B5a,Deces autres affections respiratoires (cs),(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3375,SNIGS-Rapport epidemiologique B5a,Deces autres affections respiratoires (cs),(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3376,SNIGS-Rapport epidemiologique B5a,Deces autres affections respiratoires (cs),(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3377,SNIGS-Rapport epidemiologique B5a,Deces autres affections respiratoires (cs),(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3378,SNIGS-Rapport epidemiologique B5a,Deces autres affections respiratoires (cs),(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3379,SNIGS-Rapport epidemiologique B5a,Deces autres affections respiratoires (cs),(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3380,SNIGS-Rapport epidemiologique B5a,Deces autres affections uro-genitales (cs),(Hospitalises- 0-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3381,SNIGS-Rapport epidemiologique B5a,Deces autres affections uro-genitales (cs),(Hospitalises- 0-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3382,SNIGS-Rapport epidemiologique B5a,Deces autres affections uro-genitales (cs),(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3383,SNIGS-Rapport epidemiologique B5a,Deces autres affections uro-genitales (cs),(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3384,SNIGS-Rapport epidemiologique B5a,Deces autres affections uro-genitales (cs),(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3385,SNIGS-Rapport epidemiologique B5a,Deces autres affections uro-genitales (cs),(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3386,SNIGS-Rapport epidemiologique B5a,Deces autres affections uro-genitales (cs),(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3387,SNIGS-Rapport epidemiologique B5a,Deces autres affections uro-genitales (cs),(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3388,SNIGS-Rapport epidemiologique B5a,Deces autres affections uro-genitales (cs),(Non hospitalises- 0-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3389,SNIGS-Rapport epidemiologique B5a,Deces autres affections uro-genitales (cs),(Non hospitalises- 0-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3390,SNIGS-Rapport epidemiologique B5a,Deces autres affections uro-genitales (cs),(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3391,SNIGS-Rapport epidemiologique B5a,Deces autres affections uro-genitales (cs),(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3392,SNIGS-Rapport epidemiologique B5a,Deces autres affections uro-genitales (cs),(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3393,SNIGS-Rapport epidemiologique B5a,Deces autres affections uro-genitales (cs),(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3394,SNIGS-Rapport epidemiologique B5a,Deces autres affections uro-genitales (cs),(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3395,SNIGS-Rapport epidemiologique B5a,Deces autres affections uro-genitales (cs),(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3396,SNIGS-Rapport epidemiologique B5a,Deces autres IST (cs),(Hospitalises- 0-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3397,SNIGS-Rapport epidemiologique B5a,Deces autres IST (cs),(Hospitalises- 0-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3398,SNIGS-Rapport epidemiologique B5a,Deces autres IST (cs),(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3399,SNIGS-Rapport epidemiologique B5a,Deces autres IST (cs),(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3400,SNIGS-Rapport epidemiologique B5a,Deces autres IST (cs),(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3401,SNIGS-Rapport epidemiologique B5a,Deces autres IST (cs),(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3402,SNIGS-Rapport epidemiologique B5a,Deces autres IST (cs),(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3403,SNIGS-Rapport epidemiologique B5a,Deces autres IST (cs),(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3404,SNIGS-Rapport epidemiologique B5a,Deces autres IST (cs),(Non hospitalises- 0-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3405,SNIGS-Rapport epidemiologique B5a,Deces autres IST (cs),(Non hospitalises- 0-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3406,SNIGS-Rapport epidemiologique B5a,Deces autres IST (cs),(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3407,SNIGS-Rapport epidemiologique B5a,Deces autres IST (cs),(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3408,SNIGS-Rapport epidemiologique B5a,Deces autres IST (cs),(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3409,SNIGS-Rapport epidemiologique B5a,Deces autres IST (cs),(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3410,SNIGS-Rapport epidemiologique B5a,Deces autres IST (cs),(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3411,SNIGS-Rapport epidemiologique B5a,Deces autres IST (cs),(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3412,SNIGS-Rapport epidemiologique B5a,Deces autres tetanos (cs),(Hospitalises- 0-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3413,SNIGS-Rapport epidemiologique B5a,Deces autres tetanos (cs),(Hospitalises- 0-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3414,SNIGS-Rapport epidemiologique B5a,Deces autres tetanos (cs),(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3415,SNIGS-Rapport epidemiologique B5a,Deces autres tetanos (cs),(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3416,SNIGS-Rapport epidemiologique B5a,Deces autres tetanos (cs),(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3417,SNIGS-Rapport epidemiologique B5a,Deces autres tetanos (cs),(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3418,SNIGS-Rapport epidemiologique B5a,Deces autres tetanos (cs),(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3419,SNIGS-Rapport epidemiologique B5a,Deces autres tetanos (cs),(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3420,SNIGS-Rapport epidemiologique B5a,Deces autres tetanos (cs),(Non hospitalises- 0-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3421,SNIGS-Rapport epidemiologique B5a,Deces autres tetanos (cs),(Non hospitalises- 0-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3422,SNIGS-Rapport epidemiologique B5a,Deces autres tetanos (cs),(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3423,SNIGS-Rapport epidemiologique B5a,Deces autres tetanos (cs),(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3424,SNIGS-Rapport epidemiologique B5a,Deces autres tetanos (cs),(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3425,SNIGS-Rapport epidemiologique B5a,Deces autres tetanos (cs),(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3426,SNIGS-Rapport epidemiologique B5a,Deces autres tetanos (cs),(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3427,SNIGS-Rapport epidemiologique B5a,Deces autres tetanos (cs),(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3428,SNIGS-Rapport epidemiologique B5a,Deces autres traumatismes (cs),(Hospitalises- 0-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3429,SNIGS-Rapport epidemiologique B5a,Deces autres traumatismes (cs),(Hospitalises- 0-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3430,SNIGS-Rapport epidemiologique B5a,Deces autres traumatismes (cs),(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3431,SNIGS-Rapport epidemiologique B5a,Deces autres traumatismes (cs),(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3432,SNIGS-Rapport epidemiologique B5a,Deces autres traumatismes (cs),(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3433,SNIGS-Rapport epidemiologique B5a,Deces autres traumatismes (cs),(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3434,SNIGS-Rapport epidemiologique B5a,Deces autres traumatismes (cs),(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3435,SNIGS-Rapport epidemiologique B5a,Deces autres traumatismes (cs),(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3436,SNIGS-Rapport epidemiologique B5a,Deces autres traumatismes (cs),(Non hospitalises- 0-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3437,SNIGS-Rapport epidemiologique B5a,Deces autres traumatismes (cs),(Non hospitalises- 0-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3438,SNIGS-Rapport epidemiologique B5a,Deces autres traumatismes (cs),(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3439,SNIGS-Rapport epidemiologique B5a,Deces autres traumatismes (cs),(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3440,SNIGS-Rapport epidemiologique B5a,Deces autres traumatismes (cs),(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3441,SNIGS-Rapport epidemiologique B5a,Deces autres traumatismes (cs),(Non hospitalises- 15 ans et plus- M.),TBD,Consultation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3442,SNIGS-Rapport epidemiologique B5a,Deces autres traumatismes (cs),(Non hospitalises- 5-14 ans- F.),TBD,Consultation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3443,SNIGS-Rapport epidemiologique B5a,Deces autres traumatismes (cs),(Non hospitalises- 5-14 ans- M.),TBD,Consultation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3444,SNIGS-Rapport epidemiologique B5a,Deces cholera (cs),(Hospitalises- 0-11 mois- F.),TBD,Hospitalisation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3445,SNIGS-Rapport epidemiologique B5a,Deces cholera (cs),(Hospitalises- 0-11 mois- M.),TBD,Hospitalisation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3446,SNIGS-Rapport epidemiologique B5a,Deces cholera (cs),(Hospitalises- 1-4 ans- F.),TBD,Hospitalisation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3447,SNIGS-Rapport epidemiologique B5a,Deces cholera (cs),(Hospitalises- 1-4 ans- M.),TBD,Hospitalisation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3448,SNIGS-Rapport epidemiologique B5a,Deces cholera (cs),(Hospitalises- 15 ans et plus- F.),TBD,Hospitalisation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3449,SNIGS-Rapport epidemiologique B5a,Deces cholera (cs),(Hospitalises- 15 ans et plus- M.),TBD,Hospitalisation,No,>15 ans- M,Y15,NA,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3450,SNIGS-Rapport epidemiologique B5a,Deces cholera (cs),(Hospitalises- 5-14 ans- F.),TBD,Hospitalisation,No,5-14 ans- F,Y5,Y14,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3451,SNIGS-Rapport epidemiologique B5a,Deces cholera (cs),(Hospitalises- 5-14 ans- M.),TBD,Hospitalisation,No,5-14 ans- M,Y5,Y14,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3452,SNIGS-Rapport epidemiologique B5a,Deces cholera (cs),(Non hospitalises- 0-11 mois- F.),TBD,Consultation,No,1-11 mois- F,M1,M11,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3453,SNIGS-Rapport epidemiologique B5a,Deces cholera (cs),(Non hospitalises- 0-11 mois- M.),TBD,Consultation,No,1-11 mois- M,M1,M11,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3454,SNIGS-Rapport epidemiologique B5a,Deces cholera (cs),(Non hospitalises- 1-4 ans- F.),TBD,Consultation,No,1-4 ans- F,Y1,Y4,F,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3455,SNIGS-Rapport epidemiologique B5a,Deces cholera (cs),(Non hospitalises- 1-4 ans- M.),TBD,Consultation,No,1-4 ans- M,Y1,Y4,M,NA,NA,NA,NA,NA,NA,NA,NA
HMIS3456,SNIGS-Rapport epidemiologique B5a,Deces cholera (cs),(Non hospitalises- 15 ans et plus- F.),TBD,Consultation,No,>15 ans- F,Y15,NA,F,NA,NA,NA,NA,NA,NA,NA,NA
